keyword,nama,kategori,alamat,lat,lng,rating,jumlah_review,jam_operasional_raw,telepon,website,fasilitas,fasilitas_count,has_busy_hours,total_open_hours_week,facility_score,foto_count,foto_urls,place_id,url_google_maps
lapangan,Lapangan PB Purri Metro,Klub Olahraga,"Jl. Duri Mas 1 Ujung, RT.9/RW.10, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",-6.1789739,106.7690306,5.0,1,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,0812-8921-9208,,"Parkir, Restoran, Bar",3,True,168.0,1,8,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkNatmH5VTcn1H06yL11zlhU-nhnp2P1gbMk1715Wqr3IW2ZdNN8baa3zgyt-8XkuqGEBC9clgsSHBWbz_z5CGQisFFp7kGc4AKZzDybY1dh9wuYTsJAfj6cnO4nY02v6NGQftWcg=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkAJoAI2EjZU6RClj5ReAJMVt8axb8UuhQMKHrZ6BSUjiro2uf1E_oRWWgfOOeL33sMk7Qeb02YIYqAcLTOXWGILn5I4_rN4g5WSHhkAZakitLHl2en2yfrEt8YtUMogq_Woj8=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkixyGX3uIi4bGbHr2GdQfE7QRzVa97vx-FVlNJdKT2BRJHUDou-VITeFrBlZqKwTqtdYbtx_IXNMZx4t5TfX56Ch-SU7D0MC9yMk9bAZ-ZpsolYmcjVt8hOm-axRFYL9jNCZ8Z=s1024,11p14xcms6,"https://www.google.com/maps/place/Lapangan+PB+Purri+Metro/@-6.1789739,106.7690306,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f792184df6b5:0xd6fb582f980a3239!8m2!3d-6.1789739!4d106.7690306!16s%2Fg%2F11p14xcms6?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
lapangan,Asuka Badminton Hall,Lapangan Bulutangkis,"Jl. Kedoya Pesing No.30, RT.14/RW.8, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",-6.1634977,106.7655976,4.8,259,Senin: 08.00–23.00 | Selasa: 08.00–23.00 | Rabu: 08.00–23.00 | Kamis: 08.00–23.00 | Jumat: 08.00–23.00 | Sabtu: 08.00–23.00 | Minggu: 08.00–23.00,0821-2322-2154,,"Parkir, Kursi roda, Restoran, Bar, Tidak memiliki pintu masuk khusus pengguna kursi roda, Tidak memiliki tempat parkir khusus pengguna kursi roda",6,True,105.0,2,10,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnp7DimD7NYqkVXT782K5NNd9ilxOD_BXHhuwVOpmSCvbAYDA5blbLmxdyTZINXICcnCmEUdzqnNz76TX7mpgKBDzBTvQori2JYRMEK6oFzv6-q5EidRTO4sohXOmYUiY5n6MHBcA=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmZy3IU9dytvxO5uOwySz8HwAXQqFodQQRiY9t-MsIDMuz0FVH34wb4dIeygwAeTF3O_t_szmnAGiKa5Unu39HpPluVSPg0ptHjWWWnuOoEW3zbIqT_4m_C5GsKrMhKb02YbEi8PsnNZ-0=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnH5yo85PvqIKA7jCUmRG7DAsnrXTHJ_fgYEH-2840Fu6ORiHDuS6x3BHo_dj0J_eG3faffGT0P6sS7OKq_e8oY6BUXYMYbNJBw2eCJDJ5Huk-k8KbPZaQrVkauaNCk27zhs98zSZMP3I2h=s1024,11kqrj171p,"https://www.google.com/maps/place/Asuka+Badminton+Hall/@-6.1634977,106.7655976,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7d2534edd87:0x87ba0ef653fe024a!8m2!3d-6.1634977!4d106.7655976!16s%2Fg%2F11kqrj171p?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
lapangan,PBSI Garuda Badminton,Lapangan Bulutangkis,"Jl. Perdana Kusuma Blok Qq No.248AB, RT.1/RW.4, Wijaya Kusuma, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",-6.155484,106.7745602,4.6,703,Senin: 07.00–23.00 | Selasa: 07.00–23.00 | Rabu: 07.00–23.00 | Kamis: 07.00–23.00 | Jumat: 07.00–23.00 | Sabtu: 07.00–21.00 | Minggu: 07.00–18.00,0859-5924-7676,,"Parkir, Kursi roda, Restoran, Bar, Tidak memiliki pintu masuk khusus pengguna kursi roda, Tidak memiliki tempat parkir khusus pengguna kursi roda",6,True,105.0,2,7,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl1mGMPssnCMoot5TQqwbbPJVbJW4AslHrXMW14yec9eY9EK2Dz_iXN0j2rJzzVRKtpjb9mIIdai-2z_1s5Imc171okbEAEwEuKH6P0JwgDghE0JfesU2KkrvaihSz-S_4qUUQ=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkY8rEcooAQMaycv6JuVf8Rgn6RU7wD8dh9PybvHn_QZ2kV_zt5Kl6SusCC4EA7CZUBByvQ0XlRtnlUFf773YaCvBWMg2EkIV0wBf8t_qEZ_8ftSbegoUPNKRB3QonmKk6WAMrg=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkBWmyydr3l6rRngsMbFxxAWQxcXUpSC8Epj8OJ1gF3gnXzIJk2J-LiiyelpJVxk2YYhe36PJX4QZwBMGkkFn8r5PEgiK6gMhwfiF7xOboktwOcSYLCpKZevJK0tA2ydSJlFJ1Gqw=s1024,11k0yzg6bx,"https://www.google.com/maps/place/PBSI+Garuda+Badminton/@-6.155484,106.7745602,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7edfab89ce5:0x8ebb5f32356a42b2!8m2!3d-6.155484!4d106.7745602!16s%2Fg%2F11k0yzg6bx?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
lapangan,Lapangan Bulutangkis Talenta,Lapangan Bulutangkis,"4, Jl. Sahabat Baru No.92, RT.4/RW.1, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",-6.18624,106.77132,4.5,309,Senin: 08.00–23.00 | Selasa: 08.00–23.00 | Rabu: 08.00–23.00 | Kamis: 08.00–23.00 | Jumat: 08.00–23.00 | Sabtu: 08.00–23.00 | Minggu: 08.00–23.00,0816-1974-011,,"Parkir, Parkir gratis, Restoran, Bar, Tempat parkir berbayar, Tempat parkir gratis",6,True,105.0,1,9,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkEd_uO20KQEDKzV8amgS0WnG6Gkf6WcgHsU5weSHUb97diyAr0pzYgXZEOfA7LAC_L9OMn1aH-Eluigc_hTb0OO1vaPU554uKKFtvi3hCk9j-sMtQi1XZIs-OZVpMim0rNT3Ho=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnhzrGuop7ZP-AfmdqlOGkugbByJbNDSW_2wCpb7lKSZrHlD-23L3HAsKMN6sKqLXXN7quZLF8bek9twNXrJj4YfwWY9zI0mV9FxokRZWLWhvvT7IfSxT83oOv5_LxCWLh8WS2eUbi3Ki1y=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWleCuyBmk7dNYENHKyyTlXPHbi4tt-G11kWKG0dYjBm3qBU9pAQn8TaLVTGyP_GJSuNM-gWfH2iCVywkOIm-FCUYM6mey8bN5uUIzKLY-gWB_F8YBLdqUNSrkEp31LqM9wr1h2PbA=s1024,11c2jl_k63,"https://www.google.com/maps/place/Lapangan+Bulutangkis+Talenta/@-6.18624,106.77132,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6fd7016cde7:0x22b181fc43456fdd!8m2!3d-6.18624!4d106.77132!16s%2Fg%2F11c2jl_k63?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
lapangan,Royal Futsal / Sportpackers Legacy,Lapangan Futsal,"Jl. Mangga XVII utama No.354 blok P1, RT.4/RW.8, Duri Kepa, Jakarta, West Jakarta City, Jakarta 11510",-6.1758744,106.7764919,4.3,286,Senin: 09.00–23.00 | Selasa: 09.00–23.00 | Rabu: 09.00–23.00 | Kamis: 09.00–23.00 | Jumat: 09.00–23.00 | Sabtu: 09.00–23.00 | Minggu: 09.00–23.00,0877-7739-3738,/url?q=https://instagram.com/sportpackers.legacy%3Figshid%3DYmMyMTA2M2Y%3D&opi=79508299&sa=U&ved=0ahUKEwi8gfC86sqWAxWylOEIHdJtLe0Q61gIFygS&usg=AOvVaw319Bl5TKfYxKBVgcp5_Fpo,"Parkir, Toilet, AC, Restoran, Bar, parkir, disebutkan dalam 3 ulasan",6,True,98.0,3,9,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnAYDaXCBhxQ8MVI6bfNZ2VGoeAere-VUftaz1CtO2K1xWa8R0_IIYWB8_hAWZFc-18-acx4xWqIBmMlWUv2X4JQ2b43YFQSF-feAUU3eKXWKDzXXM6M6IT-_tBhdFOes93ybc=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmnzjWqrlOVLZQXWgKS8iVasiVhziTyqTmhykkcBFqyHasLNiWol09H4a7MHkkbeSuNrB3ZGoSIKVphZI5O3yS3d1XJlmpc8LWVHmZT37qizIImyyJDmBJq05IyGb7UAqfyv7xyLg=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnIEdeemVAEAlG63ndQvDIL0t5fPkESfHoAVAAkB28nXyO8pc8Qss77NT6GPc0F-ftxtl-Olc3h6s2q9JJLzfC6qCp17ZR6fmP60KZ1hBtZT22Hha6B9IzR4jj5LIJwgawfkuID=s1024,11bw4p50s6,"https://www.google.com/maps/place/Royal+Futsal+%2F+Sportpackers+Legacy/@-6.1758744,106.7764919,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f655d74627d9:0x9502ed898f44af81!8m2!3d-6.1758744!4d106.7764919!16s%2Fg%2F11bw4p50s6?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
lapangan,Pola Bugar Sport Center,Kompleks Olahraga,"Jl. Kedoya Pesing No.35, RT.11/RW.3, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",-6.1817179,106.7577928,4.3,2179,Senin: 08.00–23.00 | Selasa: 08.00–23.00 | Rabu: 08.00–23.00 | Kamis: 08.00–23.00 | Jumat: 08.00–23.00 | Sabtu: 07.00–22.00 | Minggu: 07.00–20.00,021) 5807086,/url?q=https://free.facebook.com/polabugar/about%3Frefid%3D17&opi=79508299&sa=U&ved=0ahUKEwj_w8rQ6sqWAxU7juEIHQvAFWcQ61gIFygS&usg=AOvVaw3EPu5eItGe0-gmpsIF7R0c,"Parkir, Parkir gratis, Restoran, Bar, Tersedia layanan di tempat, Tempat parkir berbayar, Tempat parkir gratis",7,True,103.0,1,9,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkJIx7AYoz8MWdlFY1miZ_INjWtulsEFufIWhk6GWNC0_n0Jt7lM2PKnUf3vvP3eJwi4xjt-69AsytPCF2DMQLX8OPY87W5nm6yGqTTzTP9-MjrW46DDlU1cjC44WhoIpH5wQ1J=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk1BJjrik5EGjkewl1hvLXooW0sgDIeNo7GrWLrxaXOlI4-i8ABp7oXzgJb65dB61fbE4eYI2-eL472UCkY117Dys1dQv4I51ncTnpPxokURb62zGSPlgxA1zENZwqFUDG8bThNQPhUk6LY=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkd8MzNhcnkvjnv4Sj3O-_8RocDX4XeLUECbLAPXIkFjTl0W9BG0auBdNOGTf-4klabQP4oBdiCcKn_0c6Ns2mega-H_4tQ84TqFiK9vVei3P9bHP0Q4t3H6q1OeT1MPKrzQwQ1=s1024,1v3hxd59,"https://www.google.com/maps/place/Pola+Bugar+Sport+Center/@-6.1817179,106.7577928,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f70899045ef5:0x790d4ef3b019296a!8m2!3d-6.1817179!4d106.7577928!16s%2Fg%2F1v3hxd59?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
lapangan,PADELIN Padel Court,Kompleks Olahraga,"Jl. Musirin 1 No.23a, RT.10/RW.2, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",-6.180366,106.7620666,4.4,821,Senin: AKTIFSedikit sibuk,0821-1826-8526,,"Parkir, Toilet, Kursi roda, Restoran, Bar, Memiliki kursi khusus pengguna kursi roda, Tidak memiliki tempat parkir khusus pengguna kursi roda, Tidak ada toilet khusus pengguna kursi roda, Tersedia layanan di tempat, Ada toilet netral gender, Gedung parkir berbayar, Parkir di jalan berbayar, Tempat parkir berbayar, Ada tempat parkir di lokasi",14,True,0.0,3,9,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkCJamcqbHSilGHwWZ0FvXXXk1jclU_tazJYY9XxNiNteuK78lxgZhRMOUbGPyMbn4l0Tpqo8y5ppbMkjOh1DLwTigRSyLT88JykZBj021NIgUEKW0VVYEpVbfl9TDRlC7JYe4-=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkMnBybOX3lwDsK-ZvPqrSoiTe5pCKuoT60nL30_Z5bt8d68TGgqqxUntwmjdd-2alHepF3-4IGzBF50hfl1gTHPR-mVKesSmjEjKwEZ1hA2BvWyhxeFOHDM42JfkEfc-tJgNqWqfXyCY5h=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl-VIz_J8Dst79SgoN-OCe6sCP9t8gaKOn3DQjiFRwA1u5tDTum5-yVRYKo0j0kGQAN1K1fK7p0I6ZxdXij_qZm0jax2IYTNwSW94kyVvW-KA0WlqSG2X4f4jq_FsPFNvSHDWnn_Q=s1024,1pzx97h0s,"https://www.google.com/maps/place/PADELIN+Padel+Court/@-6.180366,106.7620666,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7079d5484bf:0xcfcbf0df71e2ef0e!8m2!3d-6.180366!4d106.7620666!16s%2Fg%2F1pzx97h0s?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
lapangan,Gelanggang Jakarta Pusat,Kompleks Olahraga,"Jl. Pasar Senen No.1, RW.3, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410",-6.1755053,106.8436795,4.4,129,Senin: AKTIFSedikit sibuk,000000014901161,/url?q=http://dispora.jakarta.go.id/&opi=79508299&sa=U&ved=0ahUKEwiP6qz56sqWAxUVk-EIHbmyMSQQ61gIEygO&usg=AOvVaw05B2u4qWEex7iabuQ7jFF8,"Parkir, Toilet, Restoran, Bar, Ada toilet netral gender",5,True,0.0,2,9,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkLXu_C91ud1dRERqPal8Omfdxseglf92EkAZTutiIaNsu9AxC-54GaLePn1ZNBf_WlTiKOAkJmJsAXylmMUoDJKixxgaFBB3zg5hQpmVoedGZQk-GQfHKRCZhi_wLEsGPm--o2=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlS_ba_EJ_Y2JncMXfh3419TPCSHXlB_A28vR6Ib3kdIepqi-x6RtrChb2NNJPj__j2SFYX22s6c-ASbhYwnWoY4UrDYtYNx6xGz4b5zutMLSV-VoOvOk4u5LKfcIeusQw8p7459g=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl8sZWdqM9_0cbuTRvfhVEZxO3gZj71spePJNyzvyuErZLLmZDkjSxffk4s1zXYyW3ktRiJKTeTv3dpNpgN_QfEiyw5r6xnsgcw2-FXXBd96wxkWb4-Z-8NVJKQNM1PocyvfHbKgg=s1024,1hm5wpw35,"https://www.google.com/maps/place/Gelanggang+Jakarta+Pusat/@-6.1755053,106.8436795,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f601a4d80baf:0xe0fccac51e1a6ff1!8m2!3d-6.1755053!4d106.8436795!16s%2Fg%2F1hm5wpw35?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
ruang komunitas,BC KGK (Komunitas Garuda Kapuk),Kafe,"RT.9/RW.7, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11720",-6.1423178,106.7515507,5.0,23,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,0812-9332-2493,,"Parkir, Toilet, Kursi roda, Restoran, Bar, Ada toilet khusus pengguna kursi roda, Menyediakan layanan pesan tempat, Ada toilet, Parkir di jalan gratis",9,True,168.0,3,8,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmFbbylK5Ok_3_TTp2I3aa6CvHEcvVbfzqjAfOgO8sTE2K6qnn7b_CxdFdUi09rgqDczth0dGs0BTKtkHI8KVuDJIAPdrim_Ldpl0naI_BmvawRaQa_Bjxu3HNyvph7LzgRr2xJ_Q=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm-DBJWD9pZZJGQIQBxTqymqx95Rcyfbygve6rTSvA9KjylJUBfDkiB2pjlOgA0CH63Yxic988PAky1J7TN-lyyAPBXa3YBiRgF1IKotiy5ZQ8q1AwwA8C0549HDbMpH41c34iy=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlsnprbeAfxMgIiKXX4i-LvuejzFRTnLCdJ6w5iPpjReW4K6jFXhGty_eEchuW8QTOrPyayoDZU1OzCWdFSgqtSkMh5P7jdG-6BOQbuyP78fCFDhJqUKNVFBdcfJKSJbbTWH7Z_zd3m-4Cc=s1024,11h60p02lc,"https://www.google.com/maps/place/BC+KGK+(Komunitas+Garuda+Kapuk)/@-6.1423178,106.7515507,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f76577c2e07f:0xe08bc4647e785dce!8m2!3d-6.1423178!4d106.7515507!16s%2Fg%2F11h60p02lc?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
ruang komunitas,Komunitas Pelajar Indonesia (KOPI),Serikat Mahasiswa,"Jl. Jelambar Madya Utara No.1, RT.8/RW.10, Wijaya Kusuma, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",-6.1567802,106.77934,4.5,4,Senin: 08.00–16.00 | Selasa: 08.00–16.00 | Rabu: 08.00–16.00 | Kamis: 08.00–16.00 | Jumat: 08.00–16.00 | Sabtu: 08.00–20.00 | Minggu: Tutup,0815-3987-5545,,"Parkir, Toilet, Restoran, Bar, Ada toilet netral gender",5,False,52.0,2,4,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmTbHYSOEDc96Nbu4xbf8wiJ9xAq-M6y1YAN3pdMK4302eUv0ymL6qGAlfyoJb6tnJ6NaeIdoyGskRNjmvTt3O1f-PTkd49sMi_ShHRvSwtM75r_uA548WnOQZoVg3RZQjVXAO2g1dGxpx3=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWloLkheQeo08uMmyiME381XMjVKucY24Hqki4c7R1RxRkeGiuGANe4HN_p7PrFSJl_wP_mmTM_lbU4_ccRzURwHIxKe-RgXXZ6NQmhQ1zxuYpVpSoAFRFTj9nccDVXEaMabGDh1qcJtVVkP=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkKCAeha4cFCDonAA5em7mth987bq-m6kKDY32qJaSAVSzkr2nbI2R2OpMzxIpjCe0UF4wEtbTUbC6p7rs1n0PO7Sc5nt_arYb7onrwyz14-D3wpxAfQJ8huh_XA8wP2rkC3ioHqA=s1024,11f_b_dvl0,"https://www.google.com/maps/place/Komunitas+Pelajar+Indonesia+(KOPI)/@-6.1567802,106.77934,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f637d66e127b:0xb372e8d0d1233b28!8m2!3d-6.1567802!4d106.77934!16s%2Fg%2F11f_b_dvl0?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
ruang komunitas,Bascamp GGS SAHABAT UTAMA CENGKARENG TIMUR,Taman Komunitas,"Sahabat, Jl. Daan Mogot No.109 9, RT.9/RW.13, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",-6.152369,106.7413469,4.2,54,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,0857-9312-8372,,"Parkir, Kursi roda, Restoran, Bar, Tidak memiliki pintu masuk khusus pengguna kursi roda, Tidak memiliki tempat parkir khusus pengguna kursi roda",6,True,168.0,2,5,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnrUWfBGa0wLatMRgLza58E5iSNgHkbn8SSTPNHaI1u-ppDxWPqWS3El2KxwGHMgsv9fpYW1hYUsuAtlUpN0B4mmdFkm1X0wDWrQ59IFDgu78QFmZCXoInD-EOBX4AntHaVsE3n=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlrZtZbv6iRRzNk7wINrabKsxGyw-LhTqVxU2qr_pY6WNR9Ml-pRJRgCV45gzgO25PPk2uNGGYOPStoLmzZsnFKM_6fWRizPA51KrJKwSMxeFwxmOL1rY2vOQQrv-xBBtGP4WlUOw=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnNdLJvecqOQ7Op0pdpARJlVBtisRjw82pU01Aap-hT5ddVawnYDOcfNIH3Sy6tIn_QXG-2PnUa05QxzMjNFwYKL0AY42firuIzID-7r85L1YU1ntTs7q_qBCJv9aO_IMsW8qz4=s1024,11c6rh28fm,"https://www.google.com/maps/place/Bascamp+GGS+SAHABAT+UTAMA+CENGKARENG+TIMUR/@-6.152369,106.7413469,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7e94a604b11:0xa7c6a015eea72f6d!8m2!3d-6.152369!4d106.7413469!16s%2Fg%2F11c6rh28fm?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
ruang komunitas,KOPDARAN R15CI @JAKARTA BARAT,Asosiasi/organisasi,"Jl.Panjang Sebrang RS EMC Graha Keodoya, Jl. Panjang, RT.2/RW.5, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",-6.168329,106.7639102,5.0,4,Senin: Tutup | Selasa: Tutup | Rabu: Tutup | Kamis: Tutup | Jumat: 20.00–00.00 | Sabtu: Tutup | Minggu: Tutup,0822-8259-0331,/url?q=https://wa.me/qr/NQWYF7EKLE5SG1&opi=79508299&sa=U&ved=0ahUKEwimvbzJ68qWAxVhkuEIHbroCrAQ61gIFygS&usg=AOvVaw2DOrl-aE9760-Olh8RzW3d,"Parkir, Restoran, Bar",3,False,4.0,1,3,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlvoV71B_jpIuNmr7JSAKKvd7BjHHof0XFwP7kqHXG5yKE_hDqtD_tw0vqODYtYWz7alZX1KcEnKaxBOnnb-AvCqpwKPSoux-m_-2RUvj6bcy3nH_eAgZzG08yMyhI4Ma1rbNROoqdsk_8v=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlsHopOSb8D2Oa_wbHelqGLDQhqmg2akItZX_R-SUsW9FpuhtN2IZUxHMan965DNxXmwBEJ61AG_9OE9uzaS5UGZ9tuBN8Zg_p_o_Pcm__ex9prkgt7Rdgbu6Z__stB-c2ItkE5hgPS-_Y=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkLJEUyyvF4E2U8ZbqUbEt6MmXgGbKvSkbMHU-K7S9pr_Oo4ybNqtEA__RtReC1HL92vmBkX2IktioONje-deqS4dqI8wqTmlU9uo4kGP2s3vtCfog1dyKVvuAFFHZ0udlea9uMKlM6HIm0=s1024,11z6qlblv9,"https://www.google.com/maps/place/KOPDARAN+R15CI+@JAKARTA+BARAT/@-6.168329,106.7639102,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7ab7910eabf:0xe66ba8b94ac9bf7b!8m2!3d-6.168329!4d106.7639102!16s%2Fg%2F11z6qlblv9?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
ruang komunitas,Ruang Cerita Jakarta,Kafe,"Blok AV, Jl. Green Ville No.12, RT.7/RW.14, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",-6.1690946,106.7739458,4.6,13,Senin: 09.00–22.00 | Selasa: 09.00–22.00 | Rabu: 09.00–22.00 | Kamis: 09.00–22.00 | Jumat: 09.00–22.00 | Sabtu: 09.00–23.00 | Minggu: 09.00–23.00,0819-0608-1668,/url?q=https://www.instagram.com/ceritaruangg%3Figsh%3DMXhreHh4cWxocmFwZw%3D%3D&opi=79508299&sa=U&ved=0ahUKEwi0h-Lc68qWAxUKi-EIHeISJdAQ61gIGygS&usg=AOvVaw3j5lwyim7xtARB0MUMeP8T,"Toilet, Restoran, Bar, Ada toilet",4,True,93.0,1,5,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkhT8JQ9OZOjv0ZmfUImcKjwwulHFOa9JlaLCWFJJUDL1iJocpC9_hVowROMZ2lmp55k5jWW6TMCQ5AJCImvNSO0YZm7mEQGxuqMvLE3ILKJCa9QNw-h_JhNMeMhxU1KfqO-O3s7eS2fCNm=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmRpbim6ikRIo9O-Sk762XxcqIH1Jk9bD8uMrtRTymGt4nC8MZrNjUyMgj17dtqXf__MGq7bYprjvoPyVq3auIRkFURbbINp5TVDpuKHzeG7oVPQkaYCOYs5B1wLJx4pusjq97WiZ5rC44c=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmGAF0TebsfQEgb4oHuEI_I2XqqPiLFAaIdG345NtvWN1P5gJKtTh2pqmEpx1i70bA21HgMcbSAIMUGo20tUkYrn8XsW9PwAb2iceSeEUzcbwSinbiOcn-9DRpFfqZqnByqjGzQMmA-c5Q=s1024,11yr4gxzff,"https://www.google.com/maps/place/Ruang+Cerita+Jakarta/@-6.1690946,106.7739458,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f70049c404f9:0x81fdfd760fd990ef!8m2!3d-6.1690946!4d106.7739458!16s%2Fg%2F11yr4gxzff?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
