keyword,nama,kategori,alamat,lat,lng,rating,jumlah_review,jam_operasional_raw,telepon,website,harga_text,price_level,url_google_maps,place_id
ruang komunitas,Komunitas Imam Karmelit (O.Carm),Lembaga Swadaya Masyarakat (LSM),"Jl. Tosiga II No.L 12 9, RT.9/RW.4, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.190539,106.777291,4.3,9.0,Senin: 06.00–00.00 | Selasa: 06.00–00.00 | Rabu: 06.00–00.00 | Kamis: 06.00–00.00 | Jumat: 06.00–00.00 | Sabtu: 06.00–00.00 | Minggu: 06.00–00.00,021) 5491985,,,,"https://www.google.com/maps/place/Komunitas+Imam+Karmelit+(O.Carm)/@-6.190539,106.777291,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6e488819bd3:0x96f19517850fe88c!8m2!3d-6.190539!4d106.777291!16s%2Fg%2F1pzrbnd5h?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",1pzrbnd5h
ruang komunitas,Ruang Cerita Jakarta,Kafe,"Blok AV, Jl. Green Ville No.12, RT.7/RW.14, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",-6.1690946,106.7739458,4.6,13.0,Senin: 09.00–22.00 | Selasa: 09.00–22.00 | Rabu: 09.00–22.00 | Kamis: 09.00–22.00 | Jumat: 09.00–22.00 | Sabtu: 09.00–23.00 | Minggu: 09.00–23.00,0819-0608-1668,https://www.instagram.com/ceritaruangg?igsh=MXhreHh4cWxocmFwZw==,Rp 25–50,·Rp 25–50 rb,"https://www.google.com/maps/place/Ruang+Cerita+Jakarta/@-6.1690946,106.7739458,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f70049c404f9:0x81fdfd760fd990ef!8m2!3d-6.1690946!4d106.7739458!16s%2Fg%2F11yr4gxzff?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11yr4gxzff
ruang komunitas,Ruang Bicara,Asosiasi/organisasi,"Grha Mp, Jl. Kemanggisan Ilir Raya No.23, RT.3/RW.8, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",-6.1866229,106.789501,5.0,2.0,,0811-2222-5256,http://ruangbicara.co.id/,,,"https://www.google.com/maps/place/Ruang+Bicara/@-6.1866229,106.789501,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f730b795d621:0x456f18ed91c6e1d6!8m2!3d-6.1866229!4d106.789501!16s%2Fg%2F11vdjl_bgx?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11vdjl_bgx
ruang komunitas,Komunitas Sahabat UMKM,Asosiasi/organisasi,"Jl. Cideng Timur No.76, RT.4/RW.4, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10160",-6.1772344,106.8126777,4.7,40.0,Senin: 09.00–16.00 | Selasa: 09.00–16.00 | Rabu: 09.00–16.00 | Kamis: 09.00–16.00 | Jumat: 09.00–16.00 | Sabtu: Tutup | Minggu: Tutup,0858-4642-8346,http://www.sahabatumkm.id/,,,"https://www.google.com/maps/place/Komunitas+Sahabat+UMKM/@-6.1772344,106.8126777,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7e62f046ea9:0x9686193169b49022!8m2!3d-6.1772344!4d106.8126777!16s%2Fg%2F11fhwtx_wf?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11fhwtx_wf
ruang komunitas,Komunitas Peduli Generasi,Organisasi Pelayanan Sosial,"Jl. Aren No.09 2, RT.7/RW.8, Palmerah, Kec. Palmerah, Jakarta, Daerah Khusus Ibukota Jakarta 11480",-6.1782479,106.8034155,4.4,7.0,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,0812-2185-7739,,,,"https://www.google.com/maps/place/Komunitas+Peduli+Generasi/@-6.1782479,106.8034155,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f447e3116e13:0x284f7399ba3beb67!8m2!3d-6.1782479!4d106.8034155!16s%2Fg%2F11g8yj413l?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11g8yj413l
ruang komunitas,Indorelawan,Organisasi Nonprofit,"Jl. Panglima Polim V No.60 1, RT.1/RW.7, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",-6.2525423,106.7978585,4.7,94.0,Senin: 10.00–18.00 | Selasa: 10.00–18.00 | Rabu: 10.00–18.00 | Kamis: 10.00–18.00 | Jumat: 10.00–18.00 | Sabtu: 09.00–17.00 | Minggu: 09.00–17.00,0811-9777-140,,,,"https://www.google.com/maps/place/Indorelawan/@-6.2525423,106.7978585,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f23b8b134fd1:0x9d0d20df650faebc!8m2!3d-6.2525423!4d106.7978585!16s%2Fg%2F11bw519xzx?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11bw519xzx
ruang komunitas,Ruang & Tempo,Ruang Kerja Bersama,"Gedung TEMPO, Jl. Palmerah Barat No.8 3, RT.3/RW.5, Grogol Utara, Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",-6.208545,106.7899649,4.7,127.0,Senin: 09.00–17.00 | Selasa: 09.00–17.00 | Rabu: 09.00–17.00 | Kamis: 09.00–17.00 | Jumat: 09.00–17.00 | Sabtu: Tutup | Minggu: Tutup,021) 22537522,,,,"https://www.google.com/maps/place/Ruang+%26+Tempo/@-6.208545,106.7899649,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7f73653c9ab:0xe995f8ae55623c14!8m2!3d-6.208545!4d106.7899649!16s%2Fg%2F11g0dnxp2h?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11g0dnxp2h
ruang komunitas,SPACE AVAILABLE JAKARTA,Restoran,"Jl. Kemang Raya.8B 9, A3000 Cultural Collaboratory, RT.9/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",-6.2564795,106.8146083,4.8,558.0,Senin: 11.00–20.00 | Selasa: 11.00–20.00 | Rabu: 11.00–20.00 | Kamis: 11.00–20.00 | Jumat: 11.00–20.00 | Sabtu: 11.00–20.00 | Minggu: 11.00–20.00,0819-9846-0445,https://id.spaceavailable.tv/,Rp 50–200,·Rp 50–200 rb,"https://www.google.com/maps/place/SPACE+AVAILABLE+JAKARTA/@-6.2564795,106.8146083,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f100090e6c91:0x9ae62bdd250b580a!8m2!3d-6.2564795!4d106.8146083!16s%2Fg%2F11m6fjc1ns?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11m6fjc1ns
ruang kampus,Universitas Trisakti,Universitas Swasta,"Jl. Letjen S. Parman No.1, RT.6/RW.16, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",-6.1682748,106.7892412,4.5,1624.0,Minggu: lalu,021) 5663232,https://trisakti.ac.id/,,,"https://www.google.com/maps/place/Universitas+Trisakti/@-6.1682748,106.7892412,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f65cb460416b:0x9e6e30cd9313eeb4!8m2!3d-6.1682748!4d106.7892412!16zL20vMGJmbHF2?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",0x2e69f65cb460416b
ruang kampus,Universitas Dian Nusantara Kampus Greenville,Institusi Pendidikan,"Jl. Mangga 14 No.6, RT.6/RW.3, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",-6.17241,106.773286,4.9,167.0,Senin: 08.00–16.00 | Selasa: 08.00–16.00 | Rabu: 08.00–16.00 | Kamis: 08.00–16.00 | Jumat: 08.00–16.00 | Sabtu: 08.00–14.00 | Minggu: Tutup,0812-8770-2769,https://undira.ac.id/,,,"https://www.google.com/maps/place/Universitas+Dian+Nusantara+Kampus+Greenville/@-6.17241,106.773286,16z/data=!3m1!4b1!4m6!3m5!1s0x2e69f772e0df8317:0x90c4b7a479aec64c!8m2!3d-6.17241!4d106.773286!16s%2Fg%2F11rj4hgs5h?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11rj4hgs5h
ruang kampus,Universitas Tarumanagara,Universitas Swasta,"Jl. Letjen S. Parman No.1, RT.6/RW.16, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",-6.1691793,106.7895017,4.5,1414.0,Senin: 08.00–17.00 | Selasa: 08.00–17.00 | Rabu: 08.00–17.00 | Kamis: 08.00–17.00 | Jumat: 08.00–17.00 | Sabtu: 09.00–14.00 | Minggu: Tutup,021) 56958723,http://untar.ac.id/,,· $$,"https://www.google.com/maps/place/Universitas+Tarumanagara/@-6.1691793,106.7895017,16z/data=!3m1!4b1!4m6!3m5!1s0x2e69f65c8572640d:0xc0a066d78372614e!8m2!3d-6.1691793!4d106.7895017!16s%2Fg%2F1v387bls?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",1v387bls
ruang kampus,Universitas Esa Unggul Kampus Jakarta,Universitas Swasta,"Jl. Arjuna Utara No.9, RT.1/RW.2, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",-6.1858371,106.7790429,4.6,1879.0,Senin: 09.00–17.00 | Selasa: 09.00–17.00 | Rabu: 09.00–17.00 | Kamis: 09.00–17.00 | Jumat: 09.00–17.00 | Sabtu: 09.00–17.00 | Minggu: Tutup,021) 39529950,https://pendaftaran.esaunggul.ac.id/,,· $,"https://www.google.com/maps/place/Universitas+Esa+Unggul+Kampus+Jakarta/@-6.1858371,106.7790429,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6fa7ad2e539:0xf4631ccaa3f56416!8m2!3d-6.1858371!4d106.7790429!16s%2Fg%2F1223q9v6?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",1223q9v6
ruang kampus,Universitas Satyagama Jakarta Barat,Universitas,"Jl. Kamal Raya No.2A, RT.6/RW.8, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",-6.1434886,106.7308199,4.1,124.0,Senin: 07.00–19.00 | Selasa: 07.00–19.30 | Rabu: 07.00–19.00 | Kamis: 07.00–19.00 | Jumat: 07.00–19.00 | Sabtu: 07.00–19.00 | Minggu: Tutup,021) 5452377,https://www.satyagama.ac.id/,,,https://www.google.com/maps/place/Universitas+Satyagama+Jakarta+Barat/data=!4m7!3m6!1s0x2e69f3bf625fce9f:0x666d9fa5907f44fd!8m2!3d-6.1434886!4d106.7308199!16s%2Fg%2F1hc0hlyqq!19sChIJn85fYr_zaS4R_UR_kKWfbWY,1hc0hlyqq
ruang kampus,Universitas Mpu Tantular Kampus B,Universitas Swasta,"RQ84+9CG, No. Kebon Jeruk, Jl. Puri Kembangan, RT.9/RW.5, Kedoya Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",-6.1840594,106.7560764,4.3,51.0,Senin: 08.00–21.00 | Selasa: 08.00–21.00 | Rabu: 08.00–21.00 | Kamis: 08.00–21.00 | Jumat: 08.00–21.00 | Sabtu: 08.00–18.00 | Minggu: Tutup,021) 5819779,http://www.mputantular.ac.id/,,,"https://www.google.com/maps/place/Universitas+Mpu+Tantular+Kampus+B/@-6.1840594,106.7560764,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7083c758e25:0x9c6a503bae30335d!8m2!3d-6.1840594!4d106.7560764!16s%2Fg%2F122h0lv7?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",122h0lv7
ruang kampus,Universitas Bina Nusantara Kampus Anggrek,Universitas Swasta,"Jl. Raya Kb. Jeruk No.27, RT.1/RW.9, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.2017585,106.7822547,4.5,1992.0,Senin: 07.00–19.00 | Selasa: 07.00–19.00 | Rabu: 07.00–19.00 | Kamis: 07.00–19.00 | Jumat: 07.00–19.00 | Sabtu: 07.00–15.00 | Minggu: Tutup,05873167537,https://binus.ac.id/,,· $$,"https://www.google.com/maps/place/Universitas+Bina+Nusantara+Kampus+Anggrek/@-6.2017585,106.7822547,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6dcc7d2c4ad:0x209cb1eef39be168!8m2!3d-6.2017585!4d106.7822547!16s%2Fg%2F1tfm4234?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",1tfm4234
ruang kampus,Universitas Dian Nusantara Kampus Tanjung Duren,Universitas,"Jl. Tj. Duren Bar. 2 No.1, RT.1/RW.5, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",-6.1757355,106.7832264,4.8,1028.0,Senin: 08.00–16.00 | Selasa: 08.00–16.00 | Rabu: 08.00–16.00 | Kamis: 08.00–16.00 | Jumat: 08.00–16.00 | Sabtu: 08.00–14.00 | Minggu: Tutup,021) 21194454,https://undira.ac.id/,,,"https://www.google.com/maps/place/Universitas+Dian+Nusantara+Kampus+Tanjung+Duren/@-6.1757355,106.7832264,16z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7c264998871:0x25224ba2f2443f47!8m2!3d-6.1757355!4d106.7832264!16s%2Fg%2F11trf9m_cc?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11trf9m_cc
area komunal,TMB Pulir,Taman bermain,"1, RT.1/RW.8, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",-6.1832002,106.7179587,4.1,,,05873167537,,,,"https://www.google.com/maps/place/TMB+Pulir/@-6.1832002,106.7179587,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f9b0c6ec6e09:0x81b9a25e3ebc8a26!8m2!3d-6.1832002!4d106.7179587!16s%2Fg%2F11sg2lmm2n?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11sg2lmm2n
area komunal,Taman Pulir,Taman,"1, RT.1/RW.8, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",-6.1832039,106.717958,4.4,192.0,Senin: 08.00–18.00 | Selasa: 08.00–18.00 | Rabu: 08.00–18.00 | Kamis: 08.00–18.00 | Jumat: 08.00–18.00 | Sabtu: 08.00–18.00 | Minggu: 08.00–18.00,05873167537,,,,"https://www.google.com/maps/place/Taman+Pulir/@-6.1832039,106.717958,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f965b1ac4505:0x7a4e7a9add0a980d!8m2!3d-6.1832039!4d106.717958!16s%2Fg%2F11q4bgd1_b?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11q4bgd1_b
area komunal,IPAL KOMUNAL rawa Melati Mandiri,Fasilitas Pengolahan Air Limbah,"RW No.3 3, RT.3/RW.1, Tegal Alur, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11820",-6.103098,106.7160999,5.0,1.0,,05873167537,,,,"https://www.google.com/maps/place/IPAL+KOMUNAL+rawa+Melati+Mandiri/@-6.103098,106.7160999,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a02d6b5f5a407:0xe7edad5885d6fffe!8m2!3d-6.103098!4d106.7160999!16s%2Fg%2F11f15kc9kw?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11f15kc9kw
area komunal,Taman Kosambi,Taman,"RPJ7+HJ9, Jl. Kemuning Hijau I, RT.1/RW.10, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",-6.1685932,106.7141019,4.6,2329.0,Senin: 07.00–17.00 | Selasa: 07.00–17.00 | Rabu: 07.00–17.00 | Kamis: 07.00–17.00 | Jumat: 07.00–17.00 | Sabtu: 07.00–17.00 | Minggu: 07.00–17.00,05873167537,,,,"https://www.google.com/maps/place/Taman+Kosambi/@-6.1685932,106.7141019,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f82573f94b6f:0xcafbb22d3081cc0f!8m2!3d-6.1685932!4d106.7141019!16s%2Fg%2F11ggvvklkp?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11ggvvklkp
area komunal,RPTA Haji Marzuki,Taman,"Jl. H. Marzuki No.54, RT.5/RW.3, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.1952588,106.7719227,4.7,22.0,Jumat: 06,05873167537,,,,"https://www.google.com/maps/place/RPTA+Haji+Marzuki/@-6.1952588,106.7719227,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f73ace072019:0xe32096fa2de1bd13!8m2!3d-6.1952588!4d106.7719227!16s%2Fg%2F11vc83hj22?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11vc83hj22
area komunal,Jakarta Barat Wall Climbing Park,Panjat Tebing,"Jl. Cendrawasih X No.1 1, RT.6/RW.6, Cengkareng Bar., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",-6.143716,106.720879,5.0,12.0,Senin: 14.00–20.00 | Selasa: 14.00–20.00 | Rabu: 14.00–20.00 | Kamis: 14.00–20.00 | Jumat: Tutup | Sabtu: 10.00–21.00 | Minggu: 10.00–21.00,05873167537,,,,"https://www.google.com/maps/place/Jakarta+Barat+Wall+Climbing+Park/@-6.143716,106.720879,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f9de1e01bb7d:0x24d98f3273754ef7!8m2!3d-6.143716!4d106.720879!16s%2Fg%2F11jcw7t0cb?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11jcw7t0cb
area komunal,IPAL Komunal 1 Duri Utara,Kamar Mandi Umum,"14, RT.14/RW.2, North Duri, Tambora, West Jakarta City, Jakarta 11270",-6.1537929,106.8059288,5.0,1.0,,05873167537,,,,"https://www.google.com/maps/place/IPAL+Komunal+1+Duri+Utara/@-6.1537929,106.8059288,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f75920786f8d:0x2b08fc8c344aa8b0!8m2!3d-6.1537929!4d106.8059288!16s%2Fg%2F11sx5fkgpl?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11sx5fkgpl
area komunal,Komunal Cafe & Creative Hub,"Jl. Taman Kebon Sirih 1 No.3, RT.10/RW.4, Kp. Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250","Jl. Taman Kebon Sirih 1 No.3, RT.10/RW.4, Kp. Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",-6.1836292,106.8208488,5.0,4.0,,021) 3926111,,,,"https://www.google.com/maps/place/Komunal+Cafe+%26+Creative+Hub/@-6.1836292,106.8208488,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f599c10b383f:0xd433cbe1203c37a9!8m2!3d-6.1836292!4d106.8208488!16s%2Fg%2F11rylj6pyt?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11rylj6pyt
balai warga,BALAI WARGA,Balai masyarakat,"Jl. Kapuk Sawah No.13, RT.13/RW.10, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11720",-6.139315,106.7534299,4.6,5.0,,05873167537,,,,"https://www.google.com/maps/place/BALAI+WARGA/@-6.139315,106.7534299,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7b3ee7b05bb:0xff3b3e6921dc600b!8m2!3d-6.139315!4d106.7534299!16s%2Fg%2F11mc8trs4h?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11mc8trs4h
balai warga,Balai Warga Rw,,"Jl. Lontar Timur No.16 15, RT.15/RW.6, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",-6.1797675,106.7816768,1.0,1.0,,05873167537,,,,"https://www.google.com/maps/place/Balai+Warga+Rw/@-6.1797675,106.7816768,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6f8301b6cb7:0x331e1bd6978097e0!8m2!3d-6.1797675!4d106.7816768!16s%2Fg%2F11ycy5pmdk?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11ycy5pmdk
balai warga,Balai Warga dan Sekretariat RW 05 Kebon Jeruk,Balai masyarakat,"4, Jl. Tambangan No.18B, RT.4/RW.5, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.19682,106.7813832,4.7,9.0,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Tutup,05873167537,,,,"https://www.google.com/maps/place/Balai+Warga+dan+Sekretariat+RW+05+Kebon+Jeruk/@-6.19682,106.7813832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f73907d02c61:0xfb7a5af2dc431653!8m2!3d-6.19682!4d106.7813832!16s%2Fg%2F11rfcbqg2f?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11rfcbqg2f
balai warga,BALAI WARGA,Tempat Parkir,"Jl. Klingkit No.12, RT.12/RW.11, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",-6.1632391,106.7437363,4.0,4.0,,05873167537,,,,"https://www.google.com/maps/place/BALAI+WARGA/@-6.1632391,106.7437363,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7a408554063:0xa4868e6afb620b56!8m2!3d-6.1632391!4d106.7437363!16s%2Fg%2F11k3r4v65b?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11k3r4v65b
gedung serbaguna,Gedung Serbaguna HKBP Cengkareng,Gedung Pertemuan,"Jl. Bangun Nusa Raya No.2, RT.1/RW.3, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",-6.1503841,106.7320302,4.3,108.0,"Minggu: pagi sepertinya digunakan untuk kegiatan sekolah minggu.""",021) 5413960,,,,"https://www.google.com/maps/place/Gedung+Serbaguna+HKBP+Cengkareng/@-6.1503841,106.7320302,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7f1cb5c1d6f:0xd48715c21a65a144!8m2!3d-6.1503841!4d106.7320302!16s%2Fg%2F11cltb31m4?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11cltb31m4
gedung serbaguna,"Gedung Serbaguna ""GSG"" Manba'ul Huda",Asosiasi/organisasi,"Jl. H. Ja'ani No.3, RT.6/RW.11, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.1934982,106.7702721,4.9,33.0,,05873167537,,,,"https://www.google.com/maps/place/Gedung+Serbaguna+%22GSG%22+Manba'ul+Huda/@-6.1934982,106.7702721,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f71d2318ae7f:0x9d50021cd5a16e36!8m2!3d-6.1934982!4d106.7702721!16s%2Fg%2F11s4stxsh7?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11s4stxsh7
gedung serbaguna,Gedung Serbaguna Wanilan,Aula serbaguna,"Jl. Tenis Raya No.12, RT.12/RW.14, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11720",-6.1435759,106.748482,4.2,415.0,Senin: 09.00–22.00 | Selasa: 09.00–22.00 | Rabu: 09.00–22.00 | Kamis: 09.00–22.00 | Jumat: 09.00–22.00 | Sabtu: 09.00–22.00 | Minggu: 09.00–22.00,0896-3579-0042,,,,"https://www.google.com/maps/place/Gedung+Serbaguna+Wanilan/@-6.1435759,106.748482,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7dde71359d7:0xde17d4a65dfa3e30!8m2!3d-6.1435759!4d106.748482!16s%2Fg%2F11cs0c_3z7?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11cs0c_3z7
gedung serbaguna,SWASANA GRAND SLIPI CONVENTION HALL,Gedung Pernikahan,"Jl. Letjen S. Parman, RT.1/RW.4, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",-6.2007999,106.7985726,4.6,1146.0,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,0811-8339-7121,/url?q=https://swasanawedding.com/grand-slipi-convention-hall/&opi=79508299&sa=U&ved=0ahUKEwiO-8zUmcOWAxUQ8zgGHbPzGl0Q61gIFygS&usg=AOvVaw0NOHQgJXxL6q_I2vcmPZ3K,,,"https://www.google.com/maps/place/SWASANA+GRAND+SLIPI+CONVENTION+HALL/@-6.2007999,106.7985726,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6bef2eaaaab:0x480ecca810824c84!8m2!3d-6.2007999!4d106.7985726!16s%2Fg%2F11dyl__ygj?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11dyl__ygj
co-working space,Co Work Building,Ruang Kerja Bersama,"Jl. Panjang No.Kav. 10, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.1930484,106.7684877,4.0,23.0,,05873167537,,,,"https://www.google.com/maps/place/Co+Work+Building/@-6.1930484,106.7684877,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f71dda97a38f:0xa5b13c214e7c206a!8m2!3d-6.1930484!4d106.7684877!16s%2Fg%2F11fxc0mfsd?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11fxc0mfsd
